"ID","RawName","ActualEvent"
"10683","XD-U19 After prize-giving ceremony WS&WD","XD"
"10684","WS after WD pricegiving ceremony","WS"
"10685","MD after WS pricegiving ceremony","MD"
"10686","MS after MD pricegiving ceremony","MS"
"10687","XD after MS pricegiving ceremony","XD"
"10688","XD S","XD"
"10689","MS S","MS"
"10690","WS M","WS"
"10691","MD S","MD"
"10692","MS M","MS"
"10693","19 Y/O or Younger Girls' Singles","WS"
"10694","19 Y/O or Younger Boys' Singles","MS"
"10695","9 Y/O or Younger Singles - Preliminary","S"
"10696","12 Y/O or Younger Singles","S"
"10697","9 Y/O or Younger Singles - 9 Y/O or Younger Singles - Main","S"
"10698","9 Y/O or Younger Singles - 9 Y/O or Younger Singles - Consolation","S"
"10699","19 Y/O or Younger Boys' Doubles","MD"
"10700","19 Y/O or Younger Girls' Doubles","WD"
"10701","12 Y/O or Younger Doubles - Preliminary","D"
"10702","12 Y/O or Younger Doubles - 12 Y/O or Younger Doubles - Consolation","D"
"10703","12 Y/O or Younger Doubles - 12 Y/O or Younger Doubles - Main","D"
"10704","XD C - Group 1","XD"
"10705","MD C - Group 3","MD"
"10706","XD C - Group 2","XD"
"10707","XD C - Group 5","XD"
"10708","XD C - Group 6","XD"
"10709","XD C - Group 8","XD"
"10710","MD C - Group 2","MD"
"10711","XD C - Group 7","XD"
"10712","MD C - Group 4","MD"
"10713","MD C - Group 5","MD"
"10714","MD C - Group 7","MD"
"10715","MD C - Group 8","MD"
"10716","MS C - Group 5","MS"
"10717","MS C - Group 7","MS"
"10718","MD C - Group 1","MD"
"10719","MD C - Group 6","MD"
"10720","WD C - Group 3","WD"
"10721","MS C - Group 1","MS"
"10722","MS C - Group 2","MS"
"10723","MS C - Group 4","MS"
"10724","MS C - Group 6","MS"
"10725","XD C - Group 4","XD"
"10726","MS C - Group 3","MS"
"10727","MS C - Group 8","MS"
"10728","MD B - Group 2","MD"
"10729","XD C - Group 3","XD"
"10730","MD B - Group 1","MD"
"10731","MD B - Group 3","MD"
"10732","MS B - Group 1","MS"
"10733","MS B - Group 3","MS"
"10734","MS B - Group 4","MS"
"10735","MS A - Group 1","MS"
"10736","MS B - Group 2","MS"
"10737","WD C - Group 4","WD"
"10738","MD B - Group 4","MD"
"10739","XD B - Group 1","XD"
"10740","XD B - Group 2","XD"
"10741","XD B - Group 3","XD"
"10742","MS A - Group 2","MS"
"10743","XD B - Group 4","XD"
"10744","Senior Doubles Combined age 100+ - Group 3","MD"
"10745","Senior Doubles Combined age 100+ - Group 4","MD"
"10746","GS U13 - Group 1","WS"
"10747","GS U13 - Group 3","WS"
"10748","GS U13 - Group 4","WS"
"10749","BS U17 - Group 1","MS"
"10750","BS U17 - Group 2","MS"
"10751","BS U17 - Group 3","MS"
"10752","BS U17 - Group 4","MS"
"10753","GD U13 - Group 2","WD"
"10754","BD U17 - Group 1","MD"
"10755","BD U17 - Group 2","MD"
"10756","GS U13 - Group 2","WS"
"10757","GD U13 - Group 1","WD"
"10758","U13 SINGLES","S"
"10759","U17 SINGLES","S"
"10760","U13 FUNKY DOUBLES","D"
"10761","U17 FUNKY DOUBLES","D"
"10762","U16 XD","XD"
"10763","U23 XD","XD"
"10764","WD 70+","WD"
"10765","60-64 Mens Singles - Group A","MS"
"10766","60-64 Mens Singles - Group B","MS"
"10767","60-64 Mens Singles - Group C","MS"
"10768","55-59 Womens Doubles","MD"
"10769","60-64 Mens Singles - Group D","MS"
"10770","50-54 Mens Singles - Group A","MS"
"10771","50-54 Mens Singles - Group B","MS"
"10772","60-64 Womens Doubles","MD"
"10773","50-54 Womens Singles - 50-54 Womens Singlea","MS"
"10774","55-59 Mens Singles - Group A","MS"
"10775","60-64 Womens Singles - Group B","MS"
"10776","60-64 Mens Doubles - Group D","MD"
"10777","60-64 Mens Doubles - Group C","MD"
"10778","55 - 59 Womens Singles","MS"
"10779","55-59 Mens Singles - Group B","MS"
"10780","55 - 59 Mens Doubles - Group A","MD"
"10781","55 - 59 Mens Doubles - Group B","MD"
"10782","60-64 Womens Singles - Group A","MS"
"10783","50-54 Mens Doubles - Group A","MD"
"10784","50-54 Mens Doubles - Group B","MD"
"10785","50-54 Womens Doubles","MD"
"10786","55 - 59 Mens Doubles - Position 5-8","MD"
"10787","55 - 59 Mens Doubles - Position 1-4","MD"
"10788","50-54 Mens Doubles - Position 1-4","MD"
"10789","50-54 Mens Singles - Position 01-04","MS"
"10790","50-54 Mens Doubles - Position 5-8","MD"
"10791","55-59 Mens Singles - Position 01-04","MS"
"10792","55-59 Mens Singles - Position 05-08","MS"
"10793","50-54 Mens Singles - Position 05-08","MS"
"10794","60-64 Womens Singles - Position 01-04","MS"
"10795","60-64 Womens Singles - Position 05-08","MS"
"10796","65-69 Mens Singles - Group A","MS"
"10797","65-69 Mens Singles - Group B","MS"
"10798","65-69 Mens Singles - Group C","MS"
"10799","65-69 Mens Singles - Group D","MS"
"10800","75-79 Mens Singles - Group A","MS"
"10801","70-74 Mens Singles - Group A","MS"
"10802","70-74 Mens Singles - Group B","MS"
"10803","70-74 Mens Singles - Group C","MS"
"10804","70-74 Mens Singles - Group D","MS"
"10805","70-89 COMBINED Womens Doubles","MD"
"10806","65-69 Womens Doubles","MD"
"10807","75-79 Mens Singles - Group C","MS"
"10808","75-79 Mens Singles - Group D","MS"
"10809","70-74 Womens Singles - Group A","MS"
"10810","75-79 Mens Singles - Group B","MS"
"10811","70-74 Womens Singles - Group B","MS"
"10812","COMBINED 75-89 Mixed Doubles","XD"
"10813","85-89 Mens Singles","MS"
"10814","85-89 Womens Singles","MS"
"10815","70-74 Mens Doubles - Group A","MD"
"10816","70-74 Mens Doubles - Group B","MD"
"10817","80-84 Mens Singles","MS"
"10818","65-69 Womens Singles","MS"
"10819","75-89 COMBINED Mens Doubles","MD"
"10820","65-69 Mens Singles","MS"
"10821","75-79 Mens Singles","MS"
"10822","70-74 Mens Singles","MS"
"10823","70-74 Womens Singles - Position 01-04","MS"
"10824","70-74 Womens Singles - Position 05-08","MS"
"10825","70-74 Mens Doubles - Position 05-08","MD"
"10826","70-74 Mens Doubles - Position 01-04","MD"
"10827","65-69 Mens Doubles","MD"
"10828","65-69 Mixed Doubles - Position 01-04","XD"
"10829","65-69 Mixed Doubles - Position 05-08","XD"
"10830","70-74 Mens Doubles 3/4 playoff","MD"
"10831","High School BS","MS"
"10832","WS A - Group 1","WS"
"10833","WS A - Group 2","WS"
"10834","WS D/E","WS"
"10835","Junior I GD","WD"
"10836","Junior II GD","WD"
"10837","High School BD","MD"
"10838","WD-U17 After XD",NA
" WS",NA,NA
" MS award giving ceremony","WD",NA
"10839","D - Group A","?"
"10840","D+ - Group B","?"
"10841","E+ - Group A","?"
"10842","D - Group B","?"
"10843","E+ - Group B","?"
"10844","D+ - Group A","?"
"10845","E+","?"
"10846","D+","?"
"10847","E Mens Doubles - Group A","MD"
"10848","E Mens Doubles - Group B","MD"
"10849","E Mens Doubles - Group C","MD"
"10850","E Mens Doubles - Group D","MD"
"10851","E Womens Doubles - Group C","MD"
"10852","E Mixed Doubles - Group A","XD"
"10853","E Mixed Doubles - Group B","XD"
"10854","E Mixed Doubles - Group C","XD"
"10855","E Mixed Doubles - Group D","XD"
"10856","Senior Mens Doubles 40+/90 combined","MD"
"10857","Senior Womens Doubles 40+/90 combined","MD"
"10858","Funky Doubles U13 - Qualification","D"
"10859","Funky Doubles U13 - U13 Position 1-4","D"
"10860","Funky Doubles U13 - U13 Position 5-8","D"
"10861","MS-Senior 60+ (RR)","MS"
"10862","MD-U19 After Prize Ceremony","MD"
"10863","WD-U19 After Prize Ceremony","WD"
"10864","MS-U19 After Prize Ceremony","MS"
"10865","BS 15 - THIS YEAR","MS"
"10866","GS 15 - THIS YEAR - Group A","WS"
"10867","GS 15 - THIS YEAR - Group B","WS"
"10868","MD OPEN","MD"
"10869","WD OPEN","WD"
"10870","BD 15 - THIS YEAR","MD"
"10871","GD 15 - THIS YEAR","WD"
"10872","MD 40+ 80 COMBINED","MD"
"10873","WD 40+ 80 COMBINED","M"
"10874","XD 40+ 80 COMBINED - Group A","XD"
"10875","XD 40+ 80 COMBINED - Group B","XD"
"10876","XD 15 - THIS YEAR - Group A","XD"
"10877","XD 15 - THIS YEAR - Group B","XD"
"10878","GS 15 - THIS YEAR","WS"
"10879","XD 40+ 80 COMBINED","XD"
"10880","XD 15 - THIS YEAR","XD"
"10881","XD - Position 09-12","XD"
"10882","XD - Position 13-16","XD"
"10883","Beginners MS C","MS"
"10884","Beginners WS C","WS"
"10885","Open MS A","MS"
"10886","Open WS A","WS"
"10887","Beginners MD C","MD"
"10888","Beginners XD C","XD"
"10889","Intermediate XD B","XD"
"10890","Open MD A","MD"
"10891","Intermediate MD B","MD"
"10892","Intermediate WD B","WD"
"10893","Open XD A","XD"
"10894","MS-U17 After price giving ceremony of MD and WD","MS"
"10895","WS-U17 After price giving ceremony of MD and WD","WS"
"10896","Boys Singles 14 & Up - Group A","MS"
"10897","Boys Singles 14 & Up - Group B","MS"
"10898","Boys Singles 13 & Under","MS"
"10899","Boys Singles 14 & Up","MS"
"10900","GIRLS DOUBLES","WD"
"10901","MIXED DOUBLES - Group B","XD"
"10902","MIXED DOUBLES - Group A","XD"
"10903","BOYS DOUBLES","MD"
"10904","XD 30+ - Group A","XD"
"10905","MS 55+","MS"
"10906","XD 30+ - Group B","XD"
"10907","WS 35+","WS"
"10908","MD 55+","MD"
"10909","XD 30+","XD"
"10910","CXD+ - Group B","XD"
"10911","CXD+ - Group A","XD"
"10912","BWS - Group A","WS"
"10913","BWS - Group B","WS"
"10914","XD Parent & Child - Group","XD"
"10915","WD D - Group","WD"
"10916","MD D - Group","MD"
"10917","MD Seniors - Group","MD"
"10918","MD Seniors","MD"
"10919","WD E/ F","WD"
"10920","XD F","XD"
"10921","AA","?"
"10922","BB","?"
"10923","WS After XD price giving ceremony","WS"
"10924","MD After singes price giving ceremony","MD"
"10925","MS After XD price giving ceremony","MS"
"10926","WD After singes price giving ceremony","WD"
"10927","MS - Open MS","MS"
"10928","WS - Open WS","WS"
"10929","WD Final starting 5 minutes after XD prize ceremony","WD"
"10930","WS Final starting 5 minutes after WD prize ceremony","WS"
"10931","MS Final starting 30 minutes after WS prize ceremony","MS"
"10932","MD Final starting 5 minutes after MS prize ceremony","MD"
"10933","WS-U19 After prize giving ceremony MS","WS"
"10934","MD-U19 After prize giving ceremony WS & XD","MD"
"10935","XD-U19 After prize giving ceremony MS","XD"
"10936","WD-U19 After prize giving ceremony WS & XD","WD"
"10937","Rookies Double","D"
"10938","Doubles - A","D"
"10939","Doubles - C","D"
"10940","Doubles - D","D"
"10941","WS-B RR","WS"
"10942","WD Followed by the award ceremony for MS",NA
" MD and WD","MS",NA
"10943","XD Followed by the award ceremony for WS and XD","XD"
"10944","Yellow Shell Open Mens Singles - Sat 945am (Arrival Time)","MS"
"10945","Blue Shell Open Womens Doubles - Sat 1020am (Arrival Time)","MD"
"10946","Blue Shell Open Mens Doubles - Sat 1pm Bottom Half / 245pm Top Half (Arrival Time)","MD"
"10947","Yellow Shell Open Mens Doubles - Sat 3pm Bottom Half / 430pm Top Half (Arrival Time)","MD"
"10948","Yellow Shell Open Womens Singles - Sat 4pm (Arrival Time)","MS"
"10949","Blue Shell Open Mens Singles - Sun 845am (Arrival Time)","MS"
"10950","Blue Shell Open Mixed Doubles - Sun 1115am Top Half / 12pm Bottom Half (Arrival Time)","XD"
"10951","Yellow Shell Open Mixed Doubles - Sun 1230pm (Arrival Time)","XD"
"10952","WS - Position 5-6","WS"
"10953","BS U11 Stage 1 - BS Stage 1 - A","MS"
"10954","BS U11 Stage 1 - BS Stage 1 - B","MS"
"10955","BS U11 Stage 2 - BS Stage 2 - A","MS"
"10956","BS U11 Stage 2 - BS Stage 2 - B","MS"
"10957","BS U11 Stage 3 - BS Stage 3 - A","MS"
"10958","BS U11 Stage 3 - BS Stage 3 - B","MS"
"10959","GS U11 - GS U11 Playoffs","WS"
"10960","E/Novice Mixed Doubles","XD"
"10961","C/D Men Singles","MS"
"10962","E/Novice Men Singles","MS"
"10963","Novice Women Doubles","MD"
"10964","E/Novice Women Singles","MS"
"10965","A/B Men Singles","MS"
"10966","Challenger Open Women Doubles","MD"
"10967","Challenger Open Men Doubles","MD"
"10968","C/D Women Singles","MS"
"10969","A/B Women Singles","MS"
"10970","Novice Men Doubles","MD"
"10971","Korean Mixed Doubles E (55+)","XD"
"10972","Korean Mixed Doubles D (55+)","XD"
"10973","Korean Mixed Doubles A (55+)","XD"
"10974","Korean Mixed Doubles A (0-39)","XD"
"10975","Korean Mixed Doubles D (0-39)","XD"
"10976","Korean Mixed Doubles E (0-39)","XD"
"10977","Korean Mixed Doubles A (40-54)","XD"
"10978","Korean Mixed Doubles D (40-54) - Group A","XD"
"10979","Korean Mixed Doubles D (40-54) - Group B","XD"
"10980","Korean Mixed Doubles D (40-54) - Group C","XD"
"10981","Korean Mixed Doubles C (40-54) - Group A","XD"
"10982","Korean Mixed Doubles C (40-54) - Group B","XD"
"10983","Korean Mixed Doubles B (40-54)","XD"
"10984","Korean Women's Doubles CD (60+)","MD"
"10985","Open Mixed Doubles DE (50+) - Group A","XD"
"10986","Open Mixed Doubles DE (50+) - Group B","XD"
"10987","Korean Women's Doubles E (0-39)","MD"
"10988","Korean Women's Doubles A (0-39)","MD"
"10989","Open Mixed Doubles BC (0-49)","XD"
"10990","Open Mixed Doubles DE (0-49) - Group A","XD"
"10991","Open Mixed Doubles DE (0-49) - Group B","XD"
"10992","Open Mixed Doubles DE (0-49) - Group C","XD"
"10993","Korean Women's Doubles E (50-59)","MD"
"10994","Korean Women's Doubles D (50-59)","MD"
"10995","Korean Women's Doubles E (40-49)","MD"
"10996","Korean Women's Doubles D (40-49)","MD"
"10997","Korean Women's Doubles C (40-49)","MD"
"10998","Korean Men's Doubles CD (60+)","MD"
"10999","Korean Women's Doubles C (50-59)","MD"
"11000","Open Men's Doubles BC (0-49) - Group B","MD"
"11001","Open Men's Doubles DE (50+) - Group A","MD"
"11002","Open Men's Doubles DE (50+) - Group B","MD"
"11003","Open Women's Doubles DE (50+)","MD"
"11004","Open Women's Doubles DE (0-49) - Group B","MD"
"11005","Korean Men's Doubles AB (60+)","MD"
"11006","Open Men's Doubles DE (0-49) - Group A","MD"
"11007","Open Men's Doubles DE (0-49) - Group B","MD"
"11008","Open Men's Doubles DE (0-49) - Group C","MD"
"11009","Open Men's Doubles DE (0-49) - Group D","MD"
"11010","Open Men's Doubles BC (0-49) - Group A","MD"
"11011","Open Women's Doubles BC (0-49)","MD"
"11012","Open Women's Doubles DE (0-49) - Group A","MD"
"11013","Korean Men's Doubles E (50-59)","MD"
"11014","Korean Men's Doubles E (40-49)","MD"
"11015","Korean Men's Doubles A (50-59)","MD"
"11016","Korean Men's Doubles B (50-59)","MD"
"11017","Korean Men's Doubles D (50-59) - Group A","MD"
"11018","Korean Men's Doubles A (40-49)","MD"
"11019","Korean Men's Doubles D (40-49) - Group A","MD"
"11020","Korean Men's Doubles D (40-49) - Group B","MD"
"11021","Korean Men's Doubles E (0-39)","MD"
"11022","Korean Men's Doubles D (0-39)","MD"
"11023","Korean Men's Doubles C (0-39) - Group A","MD"
"11024","Korean Men's Doubles C (0-39) - Group B","MD"
"11025","Korean Men's Doubles D (50-59) - Group B","MD"
"11026","U15/17 GD - U15/17 GD Compass","M"
"11027","U15/17 BD - U15/17 BD Compass A","MD"
"11028","U15/17 XD - U15/17 XD Box B","XD"
"11029","U15/17 BD - U15/U17 BD Box B","MD"
"11030","U15/17 XD - U15/17 XD Draw A","XD"
"11031","WIN 61","?"
"11032","MS After Prize Giving Ceremony of XD-Final","MS"
"11033","MD After Prize Giving Ceremony of MS and WS-Final","MD"
"11034","WS After Prize Giving Ceremony of XD-Final","WS"
"11035","WD After Prize Giving Ceremony of MS and WS-Final","WD"
"11036","U13/U15 BS","MS"
"11037","U15/U17 BS","MS"
"11038","U15/U17 GS","WS"
"11039","U13/U15 GS","WS"
"11040","WD-U17 After price giving ceremony of the WS and MS","WD"
"11041","XD-U17 After price giving ceremony of the WD and MD","XD"
"11042","MS-U17 After the first game of the WS","MS"
"11043","MD-U17 After the first game of the WD","MD"
"11044","Men's Doubles Mixed - Group B","XD"
"11045","Men's Doubles Mixed - Group A","XD"
"11046","Men's Doubles Mixed","XD"
"11047","Women Singles Advanced","MS"
"11048","Men Singles Advanced","MS"
"11049","Men's Singles 40","MS"
"11050","MD-U19 After WS final","MD"
"11051","MS INTERM","MS"
"11052","WS INTERM","WS"
"11053","MD INTERM","MD"
"11054","BOYS U13","M"
"11055","GIRLS U13","W"
"11056","XD INTERM","XD"
"11057","WD INTERM","WD"
"11058","Combined 80+ Doubles","MD"
"11059","Open Doubles Red - Group A","D"
"11060","Open Doubles Red - Group B","D"
"11061","Open Doubles Red - Group C","D"
"11062","Open Doubles Red - Group D","D"
"11063","Open Doubles Green - Group A","D"
"11064","Open Doubles Green - Group B","D"
"11065","Open Doubles Green - Group C","D"
"11066","Open Doubles Green - Group D","D"
"11067","Open Doubles Green - Group E","D"
"11068","Open Doubles Green - Group F","D"
"11069","Open Doubles Green - Group G","D"
"11070","Open Doubles Green - Group H","D"
"11071","Women Doubles Red - Group A","MD"
"11072","Women Doubles Red - Group B","MD"
"11073","XD Green - Group C","XD"
"11074","Open Singles White","S"
"11075","XD Green - Group A","XD"
"11076","XD Green - Group B","XD"
"11077","XD Green - Group D","XD"
"11078","XD Red - Group A","XD"
"11079","XD Red - Group B","XD"
"11080","XD Red - Group C","XD"
"11081","XD Red - Group D","XD"
"11082","MS after prize ceremony WS","MS"
"11083","WD after prize ceremony MS","WD"
"11084","MD after prize ceremony WD","MD"
"11085","WS-U19 After prizegiving ceremonies","WS"
"11086","U17 unisex Singles","S"
"11087","U13 GS - top 6 to 3","WS"
"11088","U13 GS - U13 GS POS 7-9","WS"
"11089","U13 GS - U13 GS POS 1-3","WS"
"11090","U13 GS - U13 GS POS 4-6","WS"
"11091","U13 Funky Doubles","D"
"11092","U17 Funky Doubles - Group A","D"
"11093","U17 Funky Doubles - Group B","D"
"11094","U17 Funky Doubles - Position 1-4","D"
"11095","U17 Funky Doubles - Position 5-8","D"
"11096","Junior I BS - Junior I BS-Cons2","MS"
"11097","MD A - MD A-3/4","MD"
"11098","WS After XD Prize-giving ceremony","WS"
"11099","MS After WS Prize-giving ceremony","MS"
"11100","WD After MS Prize-giving ceremony","WD"
"11101","MD After WD Prize-giving ceremony","MD"
"11102","MD B/C+ - Group B","MD"
"11103","MD B/C+ - Group A","MD"
"11104","XD D/E+ - Group A","XD"
"11105","XD D+ - Group B","XD"
"11106","XD D/E+ - Group B","XD"
"11107","XD D+ - Group A","XD"
"11108","XD C/D+ - Group B","XD"
"11109","XD C/D+ - Group A","XD"
"11110","U17/U15 XD - U17/U15 XD Box1","XD"
"11111","U17/U15 BD - U15 BD Box2","MD"
"11112","U17/U15 BD - U17/U15 Hybrid Doubles Box1","MD"
"11113","U17/U15 GD","WD"
"11114","U17/U15 GD - U17/U15 GD Playoffs","WD"
"11115","JUNIOR S-B","?"
"11116","JUNIOR S-A","?"
"11117","JUNIOR D-B","?"
"11118","JUNIOR D-A","?"
"11119","E-XD","XD"
"11120","E-MD","MD"
"11121","U13/U15 Single (Boy) - U13/U15 Boys Single","MS"
"11122","U13/U15 Single (Girl)","WS"
"11123","U13/U15 BD","MD"
"11124","U13/U15 XD","XD"
"11125","Boys Singles - The Dominators","MS"
"11126","Boys Singles - Little Monsters","MS"
"11127","Girls Singles - Wonder Girls","WS"
"11128","Girls Singles - Barbies","WS"
"11129","Doubles - The Haunted Heroes","D"
"11130","Doubles - Pumkin Spice - Doubles - Pumpkin Spice","D"
"11131","K-10","?"
"11132","MS - Gold","MS"
"11133","MD - Silver","MD"
"11134","MS - Silver","MS"
"11135","MD - Gold","MD"
"11136","MS After the Doubles prize giving ceremony","MS"
"11137","WS After the Doubles prize giving ceremony","WS"
"11138","XD After the Singles prize giving ceremony","XD"
"11139","XD Seniors - Group A","XD"
"11140","XD Seniors - Group B","XD"
"11141","WD Seniors - Group A","WD"
"11142","WD Seniors - Group B","WD"
"11143","XD Seniors","XD"
"11144","WD Seniors","WD"
"11145","MS-U19 will start after prize giving ceremony for XD and","MS"
"11146","MD-U19 will start after prize giving ceremony for MS","MD"
"11147","WD-U19 will start after prize giving ceremony for MS","WD"
"11148","MS Starting after prize giving ceremony for XD","MS"
"11149","WS Starting after prize giving ceremony for MS","WS"
"11150","WD Starting after prize giving ceremony for WS","WD"
"11151","MD Starting after prize giving ceremony for WD","MD"
"11152","MD-U19 After prize giving XD/WS and rest","MD"
"11153","MS-U19 After prize giving MD","MS"
"11154","WD-U19 After prize giving MD","WD"
"11155","BXD - Position 1-4","XD"
"11156","BXD - Position 5-8","XD"
"11157","MS Rec","MS"
"11158","WS Open - Group","WS"
"11159","WD Open - Group","WD"
"11160","MD Rec - Group A","MD"
"11161","MD Rec - Group B","MD"
"11162","XD Rec - Group B","XD"
"11163","XD Open - Group","XD"
"11164","XD Rec - Group A","XD"
"11165","MD Rec - Position 1-4","MD"
"11166","MD Rec - Position 5-8","MD"
"11167","MD Open - Position 5-8","MD"
"11168","MD Open - Position 1-4","MD"
"11169","XD Rec","XD"
"11170","MS Main Bracket","MS"
"11171","WS Main Bracket","WS"
"11172","MS Main Bracket - MS Main Bracket Consolation","MS"
"11173","XD Main Bracket","XD"
"11174","Recreational Bracket - Group A","?"
"11175","Recreational Bracket - Group B","?"
"11176","WD Main Bracket","WD"
"11177","Recreational Bracket","?"
"11178","MD Main Bracket","MD"
"11179","MS B - Men Singles B","MS"
"11180","MS Beginners - Men Singles Beginners","MS"
"11181","MS C - Men Singles C","MS"
"11182","WS C - Women Singles C","MS"
"11183","BS U13 - Boys Singles U13","MS"
"11184","WS Beginners - Women Singles Beginners","MS"
"11185","WS B - Women Singles B","MS"
"11186","MS A - Men Singles A","MS"
"11187","MS 40 - Men Singles 40","MS"
"11188","XD U15 - Mixed Doubles U15","XD"
"11189","BS U15 - Boys Singles U15","MS"
"11190","Unisex Singles U11","S"
"11191","GS U13 - Girls Singles U13","WS"
"11192","BD U13 - Boys Doubles U13","MD"
"11193","GS U15 - Girls Singles U15","WS"
"11194","BD U15 - Boys Doubles U15","MD"
"11195","XD U19 - Mixed Doubles U19","XD"
"11196","MD Beginners - Men Doubles Beginners","MD"
"11197","XD U13 - Mixed Doubles U13","XD"
"11198","XD C - Mixed Doubles C","XD"
"11199","BS U19 - Boys singles U19","MS"
"11200","WD Beginners - Women Doubles Beginners","MD"
"11201","GS U19 - Girls Singles U19","WS"
"11202","GD U13 - Girls Doubles U13","WD"
"11203","GD U15 - Girls Doubles U15","WD"
"11204","XD Beginners - Mixed Doubles Beginners","XD"
"11205","BD U19 - Boys Doubles U19","MD"
"11206","MD C - Men Doubles C","MD"
"11207","XD B - Mixed Doubles B","XD"
"11208","MD B - Men Doubles B","MD"
"11209","WD A - Women Doubles A","MD"
"11210","WD C - Women Doubles C","MD"
"11211","Combined Doubles 90","MD"
"11212","MD A - Men Doubles A","MD"
"11213","MD 40 - Men Doubles 40","MD"
"11214","XD A - Mixed Doubles A","XD"
"11215","MS-U19 After MD prize giving ceremony","MS"
"11216","WS-U19 After MS and WD prize giving ceremony","WS"
"11217","XD-U19 After WS prize giving ceremony","XD"
"11218","WD-U19 After MD prize giving ceremony","WD"
"11219","XD U10","XD"
"11220","GD U10","WD"
"11221","BD U10","MD"
"11222","Seniors (Ages 45 and over)","?"
"11223","Womens & Mixed","XD"
"11224","Open","?"
"11225","B Team Doubles - Group A","D"
"11226","B Team Doubles - Group B","D"
"11227","Jr Team Doubles","D"
"11228","Senior 60s Doubles","D"
"11229","A Team Doubles - Group A","D"
"11230","A Team Doubles - Group B","D"
"11231","Mixed Doubles Team","XD"
"11232","Women's Team Doubles","MD"
"11233","B Team Doubles - B Doubles Playoffs","D"
"11234","B Team Doubles - Position 5-8","D"
"11235","A Team Doubles - Playoffs","D"
"11236","A Team Doubles - Position 5-8","D"
"11237","Mix Doubles","XD"
"11238","Men's Doubles - MD A 3-4","MD"
"11239","Women's Doubles - WD A 3-4","MD"
"11240","Mix Doubles - XD A 3-4","XD"
"11241","MD45 - Doubles 45+","MD"
"11242","Single E","S"
"11243","Single F - Single E","S"
"11244","WS Novice - Group B","WS"
"11245","WS Novice - Group A","WS"
"11246","WD Novice - Group B","WD"
"11247","WD Novice - Group A","WD"
"11248","A/B WD - Group A","WD"
"11249","A/B WD - Group B","WD"
"11250","Under 16 Singles","S"
"11251","XD-U17 .","XD"
"11252","MS-U19 ",NA
" after rest time","MS",NA
"11253","WS-U19 ",NA
" after rest time","WS",NA
"11254","INTERMEDIATE XD 100+ - Group A","XD"
"11255","INTERMEDIATE XD 100+ - Group B","XD"
"11256","ADVANCED MD 100+","MD"
"11257","ADVANCED MD 80+","MD"
"11258","ADVANCED WD 90+","WD"
"11259","INTERMEDIATE MD 100+","MD"
"11260","INTERMEDIATE XD 90+","XD"
"11261","ADVANCED MD 90+","MD"
"11262","INTERMEDIATE WD 100+","WD"
"11263","INTERMEDIATE WD 90+","WD"
"11264","ADVANCED XD 100+","XD"
"11265","ADVANCED XD 90+","XD"
"11266","INTERMEDIATE XD 100+","XD"
"11267","MS After WS & XD Presentation","MS"
"11268","WD Ater MS Presentation","MS"
"11269","MD After MS Presentation","MD"
"11270","WS-U19 after prize giving ceremony of MD and XD","WS"
"11271","MS-U19 Final after prize giving ceremony of WS and WD","MS"
"11272","WD-U19 after prize giving ceremony MD and XD","WD"
"11273","80+","?"
"11274","100+ - Group A","?"
"11275","100+ - Group B","?"
"11276","100+","?"
"11277","Rating 1310+","?"
"11278","BD U14 - Round 1","MD"
"11279","Rating 0-1310","?"
"11280","BD U14 - Round 2","MD"
"11281","Rating 1310+ - Rating 1310+ Playoff","?"
"11282","Rating 0-1310 - Rating 0-1310 Playoff","?"
"11283","Doubles Playoffs","D"
"11284","WD A - Group","WD"
"11285","Mixed COUPLES D - Group A","XD"
"11286","Mixed COUPLES D - Group B","XD"
"11287","Mixed COUPLES C - Group","XD"
"11288","Mixed COUPLES D","XD"
"11289","Mixed COUPLES C","XD"
"11290","Mixed COUPLES B - Group","XD"
"11291","Mixed COUPLES B","XD"
"11292","MS U13 - Qualification","MS"
"11293","WS-U19 After prize ceremony of WD",NA
" MD",NA,NA
" including U17","WS",NA
"11294","MS-U19 After prize ceremony of WD",NA
" MD",NA,NA
" including U17","MS",NA
"11295","XD-U19 After prize ceremony of WS",NA
" MS",NA,NA
" including U17","XD",NA
"11296","WS-U17 After prize ceremony of WD",NA
" MD",NA,NA
" including U19","WS",NA
"11297","XD-U17 After prize ceremony of WS",NA
" MS",NA,NA
" including U19","XD",NA
"11298","MS-U17 After prize ceremony of WD",NA
" MD",NA,NA
" including U19","MS",NA
"11299","OPEN Mens Singles","MS"
"11300","Novice 1 Mens Doubles","MD"
"11301","30+ Mens Doubles","MD"
"11302","OPEN Mens Doubles","MD"
"11303","0-WS","WS"
"11304","0-MS40-50-60","MS"
"11305","0-MD40-50","MD"
"11306","0-MS70-80","MS"
"11307","0-MD70-80","MD"
"11308","OPEN Womens Doubles","MD"
"11309","0-WD40-50-60-70-80","WD"
"11310","U-17 Girls Doubles","WD"
"11311","0-XD60-70-80","XD"
"11312","0-XD40-50","XD"
"11313","SENIORS 60 Mens Singles","MS"
"11314","SDBC WD C","WD"
"11315","SDBC WD D","WD"
"11316","Open court (Single U13/U15/U17) - Open court (Single)","S"
"11317","Parent-Child: Just for fun (U11/U13) - Just for Fun (Compass)","M"
"11318","Parent-Child: We are competitive (U15/U17/U19)","M"
